user_id	country	age	gender
user_000313	CA	35-44	M
user_000314	US	18-24	M
user_000315	UK	35-44	M
user_000316	UK	18-24	F
user_000317	DE	25-34	Other
user_000318	US	35-44	Other
user_000319	CA	25-34	M
user_000320	UK	25-34	Other
user_000321	DE	25-34	M
user_000322	DE	18-24	Other
user_000323	UK	18-24	Other
user_000324	FR	25-34	F
user_000325	US	18-24	F
user_000326	DE	18-24	Other
user_000327	DE	35-44	M
user_000328	DE	18-24	Other
user_000329	US	45+	M
user_000330	DE	35-44	Other
user_000331	UK	45+	M
user_000332	DE	25-34	F
user_000333	US	45+	Other
user_000334	CA	25-34	Other
user_000335	US	35-44	M
user_000336	FR	45+	Other
user_000337	DE	18-24	Other
user_000338	DE	25-34	F
user_000339	DE	25-34	Other
user_000340	CA	25-34	M
user_000341	UK	18-24	M
user_000342	DE	35-44	Other
user_000343	UK	35-44	F
user_000344	DE	35-44	F
user_000345	UK	18-24	M
user_000346	UK	45+	M
user_000347	UK	45+	F
user_000348	FR	18-24	Other
user_000349	UK	45+	F
user_000350	FR	25-34	F
user_000351	FR	45+	M
user_000352	FR	45+	M
user_000353	DE	45+	M
user_000354	US	18-24	M
user_000355	FR	18-24	M
user_000356	FR	25-34	Other
user_000357	FR	45+	Other
user_000358	FR	35-44	M
user_000359	CA	35-44	Other
user_000360	CA	45+	Other
user_000361	CA	35-44	Other
user_000362	FR	25-34	M
user_000363	CA	18-24	Other
user_000364	US	25-34	M
user_000365	DE	25-34	M
user_000366	US	35-44	F
user_000367	DE	45+	Other
user_000368	UK	25-34	M
user_000369	CA	18-24	M
user_000370	US	45+	F
user_000371	UK	18-24	Other
user_000372	US	18-24	F
user_000373	CA	35-44	M
user_000374	US	18-24	F
user_000375	CA	25-34	Other
user_000376	CA	18-24	F
user_000377	US	35-44	F
user_000378	FR	25-34	M
user_000379	FR	18-24	Other
user_000380	UK	45+	Other
user_000381	US	35-44	F
user_000382	UK	45+	Other
user_000383	UK	18-24	M
user_000384	UK	18-24	F
user_000385	DE	45+	M
user_000386	DE	45+	M
user_000387	DE	18-24	F
user_000388	DE	18-24	Other
user_000389	UK	35-44	M
user_000390	DE	18-24	M
user_000391	UK	25-34	F
user_000392	US	25-34	Other
user_000393	UK	45+	Other
user_000394	FR	35-44	M
user_000395	US	25-34	Other
user_000396	DE	45+	M
user_000397	FR	18-24	M
user_000398	DE	25-34	F
user_000399	UK	45+	F
user_000400	DE	35-44	M
user_000401	UK	35-44	Other
user_000402	CA	45+	F
user_000403	FR	35-44	Other
user_000404	UK	45+	Other
user_000405	UK	25-34	F
user_000406	UK	45+	F
user_000407	UK	45+	F
user_000408	DE	25-34	Other
user_000409	DE	18-24	M
user_000410	UK	45+	F
user_000411	CA	18-24	M
user_000412	FR	35-44	M
user_000413	UK	25-34	Other
user_000414	DE	35-44	Other
user_000415	DE	18-24	F
user_000416	US	45+	M
user_000417	DE	35-44	F
user_000418	UK	35-44	M
user_000419	DE	18-24	M
user_000420	US	35-44	Other
user_000421	FR	35-44	Other
user_000422	US	25-34	Other
user_000423	UK	18-24	F
user_000424	CA	45+	Other
user_000425	DE	18-24	F
user_000426	DE	18-24	F
user_000427	US	35-44	M
user_000428	DE	35-44	M
user_000429	UK	35-44	F
user_000430	FR	18-24	F
user_000431	CA	35-44	F
user_000432	UK	45+	F
user_000433	US	35-44	F
user_000434	CA	45+	F
user_000435	FR	18-24	F
user_000436	UK	35-44	Other
user_000437	UK	35-44	F
user_000438	US	18-24	F
user_000439	FR	45+	F
user_000440	FR	25-34	M
user_000441	CA	25-34	Other
user_000442	UK	45+	M
user_000443	DE	45+	F
user_000444	UK	18-24	M
user_000445	UK	25-34	Other
user_000446	CA	18-24	F
user_000447	CA	18-24	Other
user_000448	FR	35-44	M
user_000449	DE	45+	F
user_000450	UK	45+	F
user_000451	US	25-34	F
user_000452	FR	45+	Other
user_000453	UK	45+	F
user_000454	US	18-24	Other
user_000455	UK	45+	F
user_000456	US	25-34	M
user_000457	UK	35-44	Other
user_000458	CA	18-24	M
user_000459	US	25-34	M
user_000460	UK	45+	Other
user_000461	US	25-34	M
user_000462	UK	18-24	M
user_000463	US	25-34	M
user_000464	UK	18-24	F
user_000465	UK	45+	M
user_000466	UK	18-24	F
user_000467	FR	18-24	M
user_000468	UK	18-24	Other
user_000469	CA	25-34	F
user_000470	UK	25-34	F
user_000471	US	35-44	F
user_000472	US	18-24	M
user_000473	DE	35-44	Other
user_000474	CA	45+	M
user_000475	US	45+	F
user_000476	CA	18-24	M
user_000477	CA	18-24	Other
user_000478	CA	35-44	M
user_000479	UK	45+	F
user_000480	US	18-24	F
user_000481	FR	45+	M
user_000482	FR	25-34	F
user_000483	DE	35-44	F
user_000484	FR	45+	Other
user_000485	FR	45+	M
user_000486	FR	18-24	Other
user_000487	DE	25-34	Other
user_000488	US	25-34	Other
user_000489	US	45+	F
user_000490	US	18-24	M
user_000491	US	35-44	M
user_000492	US	45+	M
user_000493	DE	35-44	Other
user_000494	FR	45+	F
user_000495	FR	45+	M
user_000496	US	35-44	Other
user_000497	CA	18-24	M
user_000498	CA	35-44	Other
user_000499	DE	25-34	M
user_000500	CA	25-34	Other
user_000501	CA	45+	F
user_000502	FR	25-34	F
user_000503	FR	45+	F
user_000504	DE	25-34	Other
user_000505	US	25-34	F
user_000506	DE	35-44	M
user_000507	CA	45+	F
user_000508	UK	18-24	F
user_000509	US	18-24	F
user_000510	DE	35-44	M
user_000511	DE	35-44	Other
user_000512	DE	18-24	M
user_000513	FR	18-24	M
user_000514	CA	25-34	M
user_000515	UK	35-44	F
user_000516	UK	18-24	F
user_000517	CA	18-24	M
user_000518	US	25-34	M
user_000519	DE	18-24	Other
user_000520	DE	35-44	Other
user_000521	UK	25-34	M
user_000522	US	35-44	Other
user_000523	DE	45+	M
user_000524	UK	35-44	F
user_000525	FR	18-24	M
user_000526	FR	45+	F
user_000527	DE	25-34	F
user_000528	UK	45+	F
user_000529	DE	18-24	M
user_000530	UK	25-34	Other
user_000531	DE	25-34	F
user_000532	FR	25-34	Other
user_000533	CA	45+	F
user_000534	DE	25-34	F
user_000535	DE	35-44	Other
user_000536	DE	18-24	M
user_000537	FR	25-34	M
user_000538	UK	45+	M
user_000539	UK	35-44	M
user_000540	UK	35-44	M
user_000541	UK	45+	Other
user_000542	UK	25-34	Other
user_000543	FR	18-24	F
user_000544	CA	25-34	F
user_000545	US	18-24	F
user_000546	US	18-24	M
user_000547	CA	35-44	F
user_000548	UK	18-24	Other
user_000549	DE	18-24	Other
user_000550	CA	25-34	F
user_000551	FR	25-34	F
user_000552	CA	35-44	M
user_000553	UK	35-44	Other
user_000554	CA	18-24	F
user_000555	UK	35-44	F
user_000556	US	18-24	M
user_000557	DE	18-24	M
user_000558	CA	45+	M
user_000559	UK	45+	M
user_000560	UK	35-44	M
user_000561	DE	18-24	Other
user_000562	FR	25-34	M
user_000563	CA	45+	M
user_000564	UK	45+	Other
user_000565	FR	35-44	F
user_000566	DE	45+	F
user_000567	DE	45+	Other
user_000568	US	45+	Other
user_000569	CA	25-34	F
user_000570	FR	45+	M
user_000571	CA	18-24	F
user_000572	UK	25-34	F
user_000573	US	25-34	Other
user_000574	US	25-34	M
user_000575	UK	18-24	M
user_000576	UK	18-24	Other
user_000577	CA	45+	Other
user_000578	DE	45+	Other
user_000579	UK	45+	F
user_000580	US	35-44	F
user_000581	UK	25-34	M
user_000582	DE	25-34	F
user_000583	FR	25-34	Other
user_000584	CA	18-24	M
user_000585	CA	45+	M
user_000586	UK	18-24	M
user_000587	CA	18-24	F
user_000588	UK	25-34	F
user_000589	UK	35-44	Other
user_000590	UK	25-34	Other
user_000591	US	45+	M
user_000592	CA	35-44	F
user_000593	FR	25-34	F
user_000594	US	45+	M
user_000595	UK	25-34	F
user_000596	UK	35-44	M
user_000597	DE	18-24	F
user_000598	DE	45+	Other
user_000599	US	25-34	Other
user_000600	UK	35-44	Other
user_000601	UK	45+	F
user_000602	DE	18-24	M
user_000603	UK	18-24	M
user_000604	US	45+	F
user_000605	FR	35-44	F
user_000606	US	35-44	M
user_000607	FR	35-44	M
user_000608	DE	45+	M
user_000609	DE	45+	M
user_000610	FR	45+	M
user_000611	FR	45+	F
user_000612	DE	35-44	M
user_000613	US	25-34	F
user_000614	FR	35-44	M
user_000615	FR	18-24	M
user_000616	CA	45+	Other
user_000617	DE	18-24	Other
user_000618	FR	25-34	M
user_000619	US	25-34	M
user_000620	US	18-24	F
user_000621	DE	18-24	M
user_000622	CA	25-34	Other
user_000623	CA	45+	M
user_000624	FR	18-24	M
user_000625	CA	25-34	Other
user_000626	UK	35-44	Other
user_000627	CA	35-44	M
user_000628	UK	25-34	F
user_000629	US	18-24	Other
user_000630	DE	18-24	M
user_000631	DE	18-24	M
user_000632	US	45+	M
user_000633	DE	35-44	Other
user_000634	UK	45+	M
user_000635	CA	45+	Other
user_000636	CA	18-24	M
user_000637	FR	45+	F
user_000638	FR	18-24	F
user_000639	UK	18-24	M
user_000640	US	25-34	F
user_000641	DE	35-44	Other
user_000642	UK	35-44	F
user_000643	CA	45+	Other
user_000644	US	35-44	Other
user_000645	UK	45+	M
user_000646	FR	25-34	M
user_000647	UK	45+	F
user_000648	DE	25-34	F
user_000649	FR	18-24	F
user_000650	DE	25-34	Other
user_000651	FR	25-34	F
user_000652	US	18-24	F
user_000653	CA	45+	F
user_000654	CA	25-34	Other
user_000655	FR	18-24	F
user_000656	CA	45+	F
user_000657	FR	35-44	F
user_000658	UK	35-44	M
user_000659	FR	45+	Other
user_000660	FR	18-24	M
user_000661	FR	35-44	Other
user_000662	CA	18-24	M
user_000663	CA	45+	Other
user_000664	CA	45+	Other
user_000665	DE	35-44	F
user_000666	US	18-24	Other
user_000667	FR	25-34	F
user_000668	DE	45+	Other
user_000669	DE	25-34	F
user_000670	DE	25-34	Other
user_000671	CA	45+	F
user_000672	US	45+	M
user_000673	US	18-24	F
user_000674	DE	45+	Other
user_000675	UK	18-24	M
user_000676	US	25-34	M
user_000677	CA	25-34	Other
user_000678	UK	25-34	M
user_000679	FR	18-24	Other
user_000680	DE	35-44	F
user_000681	US	25-34	Other
user_000682	DE	35-44	M
user_000683	UK	18-24	Other
user_000684	US	35-44	F
user_000685	US	45+	M
user_000686	US	35-44	F
user_000687	US	35-44	Other
user_000688	US	35-44	M
user_000689	UK	18-24	Other
user_000690	UK	25-34	M
user_000691	UK	18-24	F
user_000692	US	18-24	Other
user_000693	UK	18-24	Other
user_000694	CA	35-44	M
user_000695	UK	35-44	F
user_000696	CA	18-24	F
user_000697	CA	45+	F
user_000698	CA	18-24	F
user_000699	DE	18-24	F
user_000700	UK	35-44	M
user_000701	FR	45+	F
user_000702	DE	35-44	Other
user_000703	CA	18-24	M
user_000704	US	45+	F
user_000705	CA	18-24	F
user_000706	FR	45+	M
user_000707	DE	18-24	Other
user_000708	DE	35-44	Other
user_000709	US	25-34	F
user_000710	FR	35-44	Other
user_000711	FR	45+	M
user_000712	CA	35-44	M
user_000713	US	45+	Other
user_000714	UK	18-24	F
user_000715	UK	18-24	M
user_000716	DE	35-44	F
user_000717	US	45+	Other
user_000718	CA	18-24	Other
user_000719	CA	35-44	M
user_000720	UK	35-44	Other
user_000721	UK	25-34	Other
user_000722	CA	18-24	M
user_000723	FR	25-34	F
user_000724	UK	18-24	Other
user_000725	US	18-24	Other
user_000726	UK	25-34	Other
user_000727	UK	18-24	M
user_000728	DE	35-44	Other
user_000729	CA	35-44	F
user_000730	DE	35-44	M
user_000731	FR	45+	M
user_000732	US	35-44	Other
user_000733	FR	35-44	F
user_000734	CA	35-44	M
user_000735	US	45+	Other
user_000736	CA	45+	M
user_000737	FR	25-34	F
user_000738	UK	25-34	M
user_000739	US	35-44	F
user_000740	UK	35-44	F
user_000741	DE	18-24	Other
user_000742	UK	35-44	Other
user_000743	DE	45+	F
user_000744	DE	18-24	M
user_000745	FR	18-24	Other
user_000746	US	45+	Other
user_000747	FR	25-34	Other
user_000748	FR	25-34	Other
user_000749	US	25-34	F
user_000750	FR	45+	M
user_000751	UK	35-44	F
user_000752	US	45+	M
user_000753	UK	25-34	Other
user_000754	CA	45+	F
user_000755	FR	35-44	Other
user_000756	DE	45+	F
user_000757	US	35-44	M
user_000758	DE	18-24	Other
user_000759	FR	18-24	F
user_000760	FR	45+	M
user_000761	DE	25-34	Other
user_000762	FR	18-24	F
user_000763	DE	18-24	M
user_000764	FR	45+	Other
user_000765	DE	25-34	M
user_000766	CA	45+	Other
user_000767	FR	18-24	M
user_000768	DE	45+	F
user_000769	FR	25-34	M
user_000770	CA	45+	Other
user_000771	CA	35-44	M
user_000772	FR	35-44	M
user_000773	US	18-24	F
user_000774	US	18-24	F
user_000775	UK	18-24	F
user_000776	DE	25-34	Other
user_000777	CA	45+	Other
user_000778	US	45+	F
user_000779	DE	35-44	Other
user_000780	FR	25-34	F
user_000781	CA	45+	Other
user_000782	DE	35-44	Other
user_000783	FR	45+	M
user_000784	DE	25-34	Other
user_000785	US	35-44	Other
user_000786	FR	35-44	Other
user_000787	FR	35-44	Other
user_000788	US	35-44	M
user_000789	US	45+	M
user_000790	UK	35-44	Other
user_000791	CA	25-34	M
user_000792	FR	45+	F
user_000793	US	35-44	F
user_000794	FR	18-24	F
user_000795	DE	18-24	F
user_000796	DE	45+	F
user_000797	DE	18-24	M
user_000798	US	18-24	F
user_000799	UK	18-24	F
user_000800	FR	35-44	M
user_000801	US	35-44	M
user_000802	UK	25-34	Other
user_000803	FR	35-44	Other
user_000804	DE	25-34	F
user_000805	UK	45+	Other
user_000806	FR	45+	Other
user_000807	UK	45+	F
user_000808	UK	25-34	F
user_000809	DE	25-34	F
user_000810	DE	35-44	Other
user_000811	UK	45+	Other
user_000812	UK	18-24	F
user_000813	FR	45+	F
user_000814	CA	18-24	M
user_000815	UK	35-44	Other
user_000816	US	35-44	Other
user_000817	UK	25-34	M
user_000818	DE	18-24	Other
user_000819	US	35-44	F
user_000820	FR	35-44	M
user_000821	US	45+	Other
user_000822	CA	18-24	F
user_000823	US	45+	F
user_000824	DE	45+	M
user_000825	CA	25-34	F
user_000826	US	45+	Other
user_000827	CA	35-44	M
user_000828	CA	18-24	M
user_000829	UK	35-44	F
user_000830	UK	35-44	F
user_000831	US	25-34	Other
user_000832	DE	18-24	Other
user_000833	UK	18-24	M
user_000834	FR	35-44	M
user_000835	DE	35-44	F
user_000836	UK	35-44	Other
user_000837	US	18-24	Other
user_000838	US	25-34	M
user_000839	CA	45+	Other
user_000840	US	35-44	M
user_000841	UK	35-44	Other
user_000842	UK	35-44	Other
user_000843	US	45+	Other
user_000844	CA	18-24	F
user_000845	DE	35-44	Other
user_000846	UK	35-44	Other
user_000847	US	18-24	Other
user_000848	DE	18-24	M
user_000849	UK	25-34	Other
user_000850	UK	18-24	F
user_000851	FR	25-34	Other
user_000852	DE	18-24	M
user_000853	UK	35-44	Other
user_000854	CA	18-24	Other
user_000855	UK	25-34	Other
user_000856	CA	45+	F
user_000857	FR	25-34	F
user_000858	UK	35-44	F
user_000859	UK	25-34	F
user_000860	DE	45+	F
user_000861	DE	25-34	Other
user_000862	FR	18-24	M
user_000863	CA	45+	M
user_000864	US	18-24	Other
user_000865	CA	18-24	M
user_000866	FR	45+	M
user_000867	CA	25-34	F
user_000868	UK	18-24	M
user_000869	CA	18-24	Other
user_000870	US	25-34	F
user_000871	CA	25-34	M
user_000872	UK	45+	F
user_000873	FR	18-24	Other
user_000874	FR	35-44	Other
user_000875	US	45+	Other
user_000876	FR	25-34	Other
user_000877	DE	18-24	Other
user_000878	US	25-34	M
user_000879	DE	25-34	M
user_000880	US	25-34	F
user_000881	UK	35-44	M
user_000882	FR	25-34	M
user_000883	UK	45+	M
user_000884	UK	25-34	F
user_000885	DE	35-44	F
user_000886	DE	18-24	M
user_000887	UK	18-24	M
user_000888	UK	25-34	Other
user_000889	UK	45+	M
user_000890	CA	35-44	M
user_000891	FR	18-24	Other
user_000892	DE	25-34	M
user_000893	DE	45+	M
user_000894	FR	35-44	Other
user_000895	UK	45+	F
user_000896	DE	18-24	M
user_000897	FR	45+	M
user_000898	UK	18-24	M
user_000899	CA	45+	Other
user_000900	DE	45+	M
user_000901	FR	45+	F
user_000902	CA	45+	Other
user_000903	DE	25-34	F
user_000904	UK	18-24	Other
user_000905	FR	18-24	Other
user_000906	UK	45+	M
user_000907	UK	45+	F
user_000908	FR	35-44	Other
user_000909	FR	35-44	M
user_000910	US	18-24	Other
user_000911	FR	45+	F
user_000912	UK	25-34	M
user_000913	DE	18-24	F
user_000914	FR	35-44	M
user_000915	FR	45+	Other
user_000916	DE	35-44	M
user_000917	UK	25-34	Other
user_000918	CA	18-24	F
user_000919	UK	35-44	F
user_000920	CA	35-44	Other
user_000921	CA	35-44	F
user_000922	DE	25-34	M
user_000923	UK	25-34	Other
user_000924	US	45+	M
user_000925	FR	35-44	Other
user_000926	DE	18-24	M
user_000927	CA	25-34	Other
user_000928	CA	35-44	M
user_000929	FR	25-34	F
user_000930	CA	45+	M
user_000931	FR	35-44	F
user_000932	UK	35-44	M
user_000933	UK	35-44	Other
user_000934	DE	35-44	M
user_000935	UK	45+	Other
user_000936	UK	25-34	M
user_000937	US	25-34	Other
user_000938	CA	35-44	Other
user_000939	UK	25-34	Other
user_000940	FR	18-24	Other
user_000941	FR	35-44	F
user_000942	US	45+	Other
user_000943	CA	18-24	M
user_000944	FR	35-44	Other
user_000945	FR	35-44	F
user_000946	US	45+	F
user_000947	UK	25-34	F
user_000948	US	35-44	M
user_000949	US	25-34	F
user_000950	FR	25-34	F
user_000951	FR	18-24	F
user_000952	DE	18-24	M
user_000953	FR	45+	Other
user_000954	UK	25-34	Other
user_000955	UK	35-44	F
user_000956	UK	18-24	F
user_000957	CA	35-44	M
user_000958	DE	45+	Other
user_000959	FR	45+	Other
user_000960	US	18-24	M
user_000961	CA	35-44	Other
user_000962	FR	35-44	M
user_000963	DE	18-24	F
user_000964	CA	18-24	M
user_000965	US	45+	F
user_000966	FR	18-24	Other
user_000967	FR	35-44	M
user_000968	UK	18-24	F
user_000969	US	35-44	F
user_000970	US	45+	F
user_000971	FR	35-44	F
user_000972	UK	18-24	M
user_000973	FR	35-44	M
user_000974	FR	35-44	M
user_000975	US	45+	F
user_000976	UK	18-24	M
user_000977	UK	45+	M
user_000978	US	35-44	M
user_000979	UK	45+	Other
user_000980	US	45+	F
user_000981	US	35-44	F
user_000982	US	35-44	F
user_000983	CA	45+	F
user_000984	DE	45+	M
user_000985	US	35-44	M
user_000986	UK	45+	F
user_000987	US	35-44	F
user_000988	DE	35-44	M
user_000989	DE	18-24	Other
user_000990	CA	25-34	M
user_000991	UK	25-34	Other
user_000992	CA	45+	F
user_000993	FR	25-34	M
user_000994	US	25-34	F
user_000995	US	35-44	Other
user_000996	UK	35-44	Other
user_000997	DE	25-34	M
user_000998	DE	25-34	M
user_000999	US	35-44	Other
user_001000	FR	18-24	F
user_001001	UK	45+	F
user_001002	US	45+	F
user_001003	UK	25-34	M
user_001004	DE	25-34	M
user_001005	UK	45+	F
user_001006	CA	45+	F
