artist_id	artist_name	genre	popularity
artist_000089	Artist 89	Rock	0.008226070169717069
artist_000090	Artist 90	Classical	0.05069007080618698
artist_000091	Artist 91	Electronic	0.030346598383189972
artist_000092	Artist 92	Electronic	0.002170768293274069
artist_000093	Artist 93	R&B	0.3835909218096152
artist_000094	Artist 94	Electronic	0.15514568357933683
artist_000095	Artist 95	Electronic	0.004289966667568356
artist_000096	Artist 96	Country	0.015278281972861392
artist_000097	Artist 97	Country	0.19033998202386526
artist_000098	Artist 98	Hip-Hop	7.464632164423691e-09
artist_000099	Artist 99	Pop	0.11275164007547181
artist_000100	Artist 100	Classical	0.7986342839103358
artist_000101	Artist 101	Jazz	0.6523848028895346
artist_000102	Artist 102	Country	0.012579894384583736
artist_000103	Artist 103	Rock	0.16177138230301824
artist_000104	Artist 104	Country	0.023119209409505265
artist_000105	Artist 105	Hip-Hop	0.6416516528631311
artist_000106	Artist 106	Country	0.02894837015184737
artist_000107	Artist 107	Hip-Hop	0.06466939250419064
artist_000108	Artist 108	R&B	0.7571966421719633
artist_000109	Artist 109	Electronic	0.9002360479261717
artist_000110	Artist 110	Country	0.008746230296558067
artist_000111	Artist 111	Hip-Hop	0.27795354963157587
artist_000112	Artist 112	Classical	0.5730723990294533
artist_000113	Artist 113	Jazz	0.08904693576126566
artist_000114	Artist 114	R&B	0.3701871941272233
artist_000115	Artist 115	Hip-Hop	0.5884983982026162
artist_000116	Artist 116	Country	0.018051806338256694
artist_000117	Artist 117	Country	0.3397736367022041
artist_000118	Artist 118	Classical	0.03895608066653338
artist_000119	Artist 119	Hip-Hop	0.25151378461522117
artist_000120	Artist 120	Electronic	0.5084812970212671
artist_000121	Artist 121	Classical	5.754606746817873e-05
artist_000122	Artist 122	Jazz	0.26613195425572556
artist_000123	Artist 123	Classical	0.7116511729661397
artist_000124	Artist 124	Country	0.42556740381330116
artist_000125	Artist 125	Pop	0.09461128090848157
artist_000126	Artist 126	R&B	0.40007930590987345
artist_000127	Artist 127	Hip-Hop	0.060887641574413585
artist_000128	Artist 128	Jazz	0.27924392063469905
artist_000129	Artist 129	Classical	0.01787583878802787
artist_000130	Artist 130	Rock	0.0993206830262605
artist_000131	Artist 131	Hip-Hop	0.1091174488554407
artist_000132	Artist 132	Jazz	0.9073576174100784
artist_000133	Artist 133	Rock	0.4302935933879527
artist_000134	Artist 134	Rock	0.023965052778512037
artist_000135	Artist 135	R&B	0.7258309695632762
artist_000136	Artist 136	Country	0.396086802213589
artist_000137	Artist 137	Pop	0.7242922997160871
artist_000138	Artist 138	Classical	0.24219195523059084
artist_000139	Artist 139	Electronic	0.20657634180083168
artist_000140	Artist 140	Classical	0.32803850555498626
artist_000141	Artist 141	Electronic	0.4058334029404879
artist_000142	Artist 142	Classical	0.7330432566162596
artist_000143	Artist 143	Country	0.10107121986894649
artist_000144	Artist 144	Pop	0.6061480129306284
artist_000145	Artist 145	Classical	0.21005344014548705
artist_000146	Artist 146	Hip-Hop	6.541288758622389e-06
artist_000147	Artist 147	Hip-Hop	0.04912390051703819
artist_000148	Artist 148	Country	0.7947714878588348
artist_000149	Artist 149	Electronic	0.2994387812305488
artist_000150	Artist 150	R&B	0.000727734344966762
artist_000151	Artist 151	R&B	0.039869627641826166
artist_000152	Artist 152	Hip-Hop	0.9830346338879592
artist_000153	Artist 153	Country	0.1994100973866377
artist_000154	Artist 154	Electronic	0.17691626466194676
artist_000155	Artist 155	Electronic	0.03323948675718802
artist_000156	Artist 156	Rock	0.04818825667217517
artist_000157	Artist 157	Hip-Hop	0.12624403667343853
artist_000158	Artist 158	Rock	0.7114507177840315
artist_000159	Artist 159	Rock	0.5256154412578993
artist_000160	Artist 160	Electronic	0.09419206979995279
artist_000161	Artist 161	Pop	0.6831506110683705
artist_000162	Artist 162	Electronic	0.7299345862650312
artist_000163	Artist 163	R&B	0.3696026406634695
artist_000164	Artist 164	Rock	0.10803696914248588
artist_000165	Artist 165	Jazz	0.21208610120567956
artist_000166	Artist 166	Rock	0.9009657012008591
artist_000167	Artist 167	Country	0.4969069440130062
artist_000168	Artist 168	Pop	0.6870302309433142
artist_000169	Artist 169	Classical	0.5664840608887967
artist_000170	Artist 170	R&B	0.7365200402277615
artist_000171	Artist 171	Hip-Hop	0.0003700519489739691
artist_000172	Artist 172	Classical	0.22176485511540855
artist_000173	Artist 173	Classical	0.016236031137770945
artist_000174	Artist 174	Jazz	0.010031186557629827
artist_000175	Artist 175	Pop	0.15859695692224182
artist_000176	Artist 176	Jazz	0.3454318872802015
artist_000177	Artist 177	Pop	0.3908491811114729
artist_000178	Artist 178	Rock	0.9134131435871304
artist_000179	Artist 179	Hip-Hop	0.02545805248152573
artist_000180	Artist 180	Hip-Hop	0.9627417560633896
artist_000181	Artist 181	Pop	0.009427740922489797
artist_000182	Artist 182	Jazz	0.340154219398328
artist_000183	Artist 183	R&B	0.829319065858114
artist_000184	Artist 184	Classical	0.02546203023164394
artist_000185	Artist 185	Electronic	0.0873685993203905
artist_000186	Artist 186	Pop	0.010781946720612778
artist_000187	Artist 187	Country	0.8353437901404235
artist_000188	Artist 188	Pop	0.09989496129483162
artist_000189	Artist 189	Pop	0.6674629568385683
artist_000190	Artist 190	Hip-Hop	0.12336809871221957
artist_000191	Artist 191	Country	0.00453742650945591
artist_000192	Artist 192	Rock	0.09441138295829715
artist_000193	Artist 193	Jazz	0.9021673640174125
artist_000194	Artist 194	Pop	0.8031282518423046
artist_000195	Artist 195	Pop	0.0010578631908927296
artist_000196	Artist 196	Pop	0.4069865566978793
artist_000197	Artist 197	Jazz	0.008644175398885623
artist_000198	Artist 198	Pop	0.29152646778574226
artist_000199	Artist 199	Pop	0.030783455839263535
artist_000200	Artist 200	Electronic	0.08931571172109508
artist_000201	Artist 201	Country	0.6676692228373221
artist_000202	Artist 202	Hip-Hop	0.11019849970749869
artist_000203	Artist 203	Country	0.9835909576022653
artist_000204	Artist 204	R&B	0.5917066938679533
artist_000205	Artist 205	R&B	0.11788239739976193
artist_000206	Artist 206	Rock	0.9608963239816761
artist_000207	Artist 207	Electronic	0.01031875317007964
artist_000208	Artist 208	Electronic	0.11197807532936077
artist_000209	Artist 209	Rock	0.1016482397527201
artist_000210	Artist 210	Electronic	0.9658863840366774
artist_000211	Artist 211	Classical	0.5020073498992055
artist_000212	Artist 212	Pop	0.0896624144025301
artist_000213	Artist 213	Rock	0.2670244718696817
artist_000214	Artist 214	Electronic	0.08408809509501286
artist_000215	Artist 215	Hip-Hop	0.4708748546082388
artist_000216	Artist 216	Country	0.6974115195682341
artist_000217	Artist 217	Electronic	0.5335498562039154
artist_000218	Artist 218	Country	0.015077042003279459
artist_000219	Artist 219	Pop	0.8249152449025191
artist_000220	Artist 220	Rock	0.7964013618734765
artist_000221	Artist 221	Classical	0.12462829869552824
artist_000222	Artist 222	Classical	0.014916606598433598
artist_000223	Artist 223	Pop	0.0010389714313903673
artist_000224	Artist 224	Classical	0.004736571235110303
artist_000225	Artist 225	R&B	0.024946968507103217
artist_000226	Artist 226	Electronic	0.21046727597904846
artist_000227	Artist 227	Jazz	0.7118649892941081
artist_000228	Artist 228	Electronic	0.8258745356141898
artist_000229	Artist 229	Country	0.42586650542133464
artist_000230	Artist 230	R&B	0.9019815255557588
artist_000231	Artist 231	Country	0.6778968697028829
artist_000232	Artist 232	Jazz	0.2124237496156491
artist_000233	Artist 233	Pop	0.42165431420154764
artist_000234	Artist 234	Rock	0.39416993666886047
artist_000235	Artist 235	Jazz	0.01585872092581924
artist_000236	Artist 236	Electronic	0.8009627872646724
artist_000237	Artist 237	Electronic	0.4589006856275089
artist_000238	Artist 238	Country	0.1156803274237569
artist_000239	Artist 239	R&B	0.4174035677790406
artist_000240	Artist 240	Pop	0.0476563241293778
artist_000241	Artist 241	Hip-Hop	0.05953747771027276
artist_000242	Artist 242	Jazz	0.6262932233616346
artist_000243	Artist 243	Country	0.4793162835297306
artist_000244	Artist 244	Hip-Hop	0.004785550213802466
artist_000245	Artist 245	Jazz	0.877672756763707
artist_000246	Artist 246	Classical	0.46851595108415267
artist_000247	Artist 247	Hip-Hop	0.013524535095867004
artist_000248	Artist 248	R&B	0.8710717806860361
artist_000249	Artist 249	Pop	0.1428663145085835
artist_000250	Artist 250	R&B	0.44105889885732696
artist_000251	Artist 251	R&B	0.859135602481643
artist_000252	Artist 252	Rock	0.29573953515474066
artist_000253	Artist 253	Electronic	0.22382417424230933
artist_000254	Artist 254	Rock	0.052458238339217485
artist_000255	Artist 255	Rock	0.09434457694631009
artist_000256	Artist 256	Rock	0.41794905108264874
artist_000257	Artist 257	Pop	0.015100908563302163
artist_000258	Artist 258	Hip-Hop	0.08967331142427105
artist_000259	Artist 259	Rock	0.03000994647118346
artist_000260	Artist 260	Rock	0.7526342150572559
artist_000261	Artist 261	Electronic	0.6909720488647342
artist_000262	Artist 262	Classical	0.06534797327397177
artist_000263	Artist 263	R&B	0.4406011921499739
artist_000264	Artist 264	Electronic	0.8642599571827352
artist_000265	Artist 265	Classical	0.41558960648031257
artist_000266	Artist 266	Electronic	0.11331188318077944
artist_000267	Artist 267	Hip-Hop	0.8136991149337326
artist_000268	Artist 268	Hip-Hop	0.053999300701897096
artist_000269	Artist 269	Jazz	0.2275334946492874
artist_000270	Artist 270	Hip-Hop	0.03215167083007776
artist_000271	Artist 271	R&B	0.8471722625604752
artist_000272	Artist 272	Jazz	0.11371836107107365
artist_000273	Artist 273	Classical	0.2689436914641267
artist_000274	Artist 274	Jazz	0.43952559889322446
artist_000275	Artist 275	R&B	0.020225327567451667
artist_000276	Artist 276	Jazz	0.38200363756428735
artist_000277	Artist 277	Classical	0.4940819570868854
artist_000278	Artist 278	Hip-Hop	0.0645228984265434
artist_000279	Artist 279	Rock	0.8074980226349523
artist_000280	Artist 280	R&B	0.6079596077762253
artist_000281	Artist 281	Classical	0.0004132790254771747
artist_000282	Artist 282	R&B	0.026327700592872514
artist_000283	Artist 283	Electronic	0.6901739873155635
artist_000284	Artist 284	Hip-Hop	0.27052702588920363
artist_000285	Artist 285	Rock	0.5704267323426606
artist_000286	Artist 286	Country	0.10144929634373145
artist_000287	Artist 287	Hip-Hop	0.07735243282175318
artist_000288	Artist 288	Country	0.25776762271100756
artist_000289	Artist 289	Jazz	0.0942152808397452
artist_000290	Artist 290	Rock	0.5224982111913304
artist_000291	Artist 291	Electronic	0.5387574138200751
artist_000292	Artist 292	Pop	0.2014103847139931
artist_000293	Artist 293	Country	0.1784026021248319
artist_000294	Artist 294	Electronic	0.40668276343234744
artist_000295	Artist 295	Classical	0.46100690695631313
artist_000296	Artist 296	Country	0.36793725893152984
artist_000297	Artist 297	Pop	0.6373106891015338
artist_000298	Artist 298	Rock	0.21590374801843662
artist_000299	Artist 299	Pop	0.2522499321978465
artist_000300	Artist 300	Jazz	0.8704477752041854
artist_000301	Artist 301	Pop	0.024720862106004143
artist_000302	Artist 302	Rock	0.338269215594386
artist_000303	Artist 303	Hip-Hop	0.2059515695273808
artist_000304	Artist 304	Classical	0.32071745272548813
artist_000305	Artist 305	Hip-Hop	0.3124811616223447
artist_000306	Artist 306	Pop	0.2790465605443485
artist_000307	Artist 307	Electronic	0.3077600731328011
artist_000308	Artist 308	Electronic	0.48387442977531164
artist_000309	Artist 309	Rock	0.5788849749357193
artist_000310	Artist 310	Jazz	0.00669447402067623
artist_000311	Artist 311	Pop	0.6571530624334969
artist_000312	Artist 312	Jazz	0.01203368927714557
artist_000313	Artist 313	R&B	0.15888448945827077
artist_000314	Artist 314	Jazz	0.06922382443062468
artist_000315	Artist 315	Country	0.044818282349545796
artist_000316	Artist 316	Hip-Hop	0.000801269510019387
artist_000317	Artist 317	Hip-Hop	0.14203265385863068
artist_000318	Artist 318	Electronic	0.5072837677107912
artist_000319	Artist 319	Classical	0.7825998308966747
artist_000320	Artist 320	Country	0.21460170452597307
artist_000321	Artist 321	Rock	0.5445078631509901
artist_000322	Artist 322	R&B	0.6088304116950883
artist_000323	Artist 323	Rock	0.012612319672396878
artist_000324	Artist 324	Classical	0.5168008292456924
artist_000325	Artist 325	Jazz	0.04021857083917063
artist_000326	Artist 326	Hip-Hop	0.06641280249593197
artist_000327	Artist 327	Pop	0.08389628321356384
artist_000328	Artist 328	R&B	0.3967234275129354
artist_000329	Artist 329	Electronic	0.6120915459165618
artist_000330	Artist 330	Electronic	0.009277448123145899
artist_000331	Artist 331	Pop	0.6858483223508196
artist_000332	Artist 332	Country	0.0027777461137012934
artist_000333	Artist 333	Rock	0.36315604997083106
artist_000334	Artist 334	Electronic	0.4378619138275855
artist_000335	Artist 335	Rock	0.14534998775039562
artist_000336	Artist 336	R&B	0.6237856563860805
artist_000337	Artist 337	Electronic	0.09182291310635583
artist_000338	Artist 338	Rock	0.9331789830009756
artist_000339	Artist 339	R&B	0.024762940106157046
artist_000340	Artist 340	Electronic	0.0062484268817575616
artist_000341	Artist 341	Jazz	0.12777723785497586
artist_000342	Artist 342	Hip-Hop	0.7928004264234759
artist_000343	Artist 343	Jazz	0.09363512576006833
artist_000344	Artist 344	Jazz	0.014472141415191148
artist_000345	Artist 345	Rock	0.7843396462430843
artist_000346	Artist 346	Rock	0.009485718401231684
artist_000347	Artist 347	Country	0.9121555924869497
artist_000348	Artist 348	Jazz	0.014796418027078331
artist_000349	Artist 349	Pop	0.11914893152459667
artist_000350	Artist 350	Jazz	0.12310026534617254
artist_000351	Artist 351	Jazz	0.17250883474139372
artist_000352	Artist 352	Jazz	0.00032521553416807697
artist_000353	Artist 353	Hip-Hop	0.02654788726131428
artist_000354	Artist 354	Country	0.44129192500651326
artist_000355	Artist 355	Classical	0.006278529295926313
artist_000356	Artist 356	Electronic	0.005553489487441941
artist_000357	Artist 357	Electronic	0.04443940427738582
artist_000358	Artist 358	Classical	0.19890688161146067
artist_000359	Artist 359	Jazz	0.01934641888261284
artist_000360	Artist 360	Rock	0.2778138776758386
artist_000361	Artist 361	Electronic	0.669556328141312
artist_000362	Artist 362	Jazz	0.00987019838392599
artist_000363	Artist 363	Jazz	0.8536808238432284
artist_000364	Artist 364	R&B	0.538205077526562
artist_000365	Artist 365	Pop	0.004907712438472551
artist_000366	Artist 366	Jazz	0.1924310627858405
artist_000367	Artist 367	Pop	0.26793190115089277
artist_000368	Artist 368	Classical	0.1800183446092636
artist_000369	Artist 369	Jazz	0.952162048573416
artist_000370	Artist 370	Hip-Hop	0.03559878551309495
artist_000371	Artist 371	Jazz	0.9442732778928117
artist_000372	Artist 372	R&B	0.12887343615555755
artist_000373	Artist 373	Classical	0.5891694129072869
artist_000374	Artist 374	Jazz	0.8730898882467296
artist_000375	Artist 375	Electronic	0.06360918900648747
artist_000376	Artist 376	Electronic	0.949724318620072
artist_000377	Artist 377	Hip-Hop	0.32739069229392026
artist_000378	Artist 378	R&B	0.7036009777327635
artist_000379	Artist 379	Classical	0.026167909567989082
artist_000380	Artist 380	Electronic	0.9856724618638959
artist_000381	Artist 381	Country	0.5067070355108001
artist_000382	Artist 382	R&B	0.40228380282209797
artist_000383	Artist 383	Jazz	0.7348065999876026
artist_000384	Artist 384	Rock	0.06719376054161585
artist_000385	Artist 385	Classical	1.2263327420004227e-06
artist_000386	Artist 386	Country	0.20534597749937505
artist_000387	Artist 387	Country	0.5546747098370785
artist_000388	Artist 388	R&B	0.7068594677054406
artist_000389	Artist 389	Classical	0.5729229147294225
artist_000390	Artist 390	Classical	0.19962070956169453
artist_000391	Artist 391	Hip-Hop	0.09772184070900282
artist_000392	Artist 392	Country	0.012353357931629672
artist_000393	Artist 393	Pop	0.1767399854041448
artist_000394	Artist 394	Classical	0.2776242817509982
artist_000395	Artist 395	R&B	0.02993066428034819
artist_000396	Artist 396	Classical	0.5711719674110479
artist_000397	Artist 397	Electronic	0.011410366123299548
artist_000398	Artist 398	R&B	0.44499054844411773
artist_000399	Artist 399	Classical	0.09615938874703533
artist_000400	Artist 400	Pop	0.6179551925282111
artist_000401	Artist 401	R&B	0.7921277845435717
artist_000402	Artist 402	Classical	0.4593615342698628
artist_000403	Artist 403	Classical	0.8208629947590407
artist_000404	Artist 404	Rock	0.2719918755055925
artist_000405	Artist 405	Classical	0.13760430893966916
artist_000406	Artist 406	Jazz	0.09894847270827678
artist_000407	Artist 407	Rock	0.31025169656990564
artist_000408	Artist 408	Hip-Hop	0.02542103453316064
artist_000409	Artist 409	Country	0.2532620455011931
artist_000410	Artist 410	Country	0.6450783010188867
artist_000411	Artist 411	Jazz	0.5630806836241113
artist_000412	Artist 412	Pop	0.36882549057578284
artist_000413	Artist 413	Jazz	0.40112950096477124
artist_000414	Artist 414	Classical	0.8386229014543095
artist_000415	Artist 415	R&B	0.09530946703377592
artist_000416	Artist 416	Country	0.007654605542823081
artist_000417	Artist 417	Rock	0.44771886410403455
artist_000418	Artist 418	Rock	0.8191965306765688
artist_000419	Artist 419	Pop	0.013969121576322756
artist_000420	Artist 420	Jazz	0.5949012372418436
artist_000421	Artist 421	Pop	0.06755346866226128
artist_000422	Artist 422	Jazz	0.11051685656946786
artist_000423	Artist 423	Hip-Hop	0.7434236766515646
artist_000424	Artist 424	Rock	0.7353205254499883
artist_000425	Artist 425	Hip-Hop	0.2685440708955436
artist_000426	Artist 426	Classical	0.32807883239238433
artist_000427	Artist 427	Pop	0.27212754695853253
artist_000428	Artist 428	Hip-Hop	0.5293241592643411
artist_000429	Artist 429	Pop	0.03479753899489874
artist_000430	Artist 430	R&B	0.009678845477333938
artist_000431	Artist 431	Hip-Hop	0.6127684946312082
artist_000432	Artist 432	Country	0.0640416751334967
artist_000433	Artist 433	Classical	0.005647822024738495
artist_000434	Artist 434	Pop	0.7284122526881761
artist_000435	Artist 435	R&B	0.004847851310016823
artist_000436	Artist 436	Rock	0.009962737689503546
artist_000437	Artist 437	Hip-Hop	0.4046458158022045
artist_000438	Artist 438	Jazz	0.11035949908645386
artist_000439	Artist 439	Jazz	0.08732557930196147
artist_000440	Artist 440	Pop	0.008601326072425421
artist_000441	Artist 441	R&B	0.520246645984985
artist_000442	Artist 442	Rock	0.17581202017911174
artist_000443	Artist 443	Hip-Hop	0.3069904227177313
artist_000444	Artist 444	Jazz	0.3445066530151436
artist_000445	Artist 445	Jazz	0.27424737088978635
artist_000446	Artist 446	Classical	0.03656209786505332
artist_000447	Artist 447	Hip-Hop	0.5084327800947511
artist_000448	Artist 448	Jazz	0.10577427246774433
artist_000449	Artist 449	Electronic	0.5895988638818983
artist_000450	Artist 450	Hip-Hop	0.575756865932255
artist_000451	Artist 451	Hip-Hop	0.22104195718679728
artist_000452	Artist 452	Rock	0.3549336100059351
artist_000453	Artist 453	Classical	0.6042992103763172
artist_000454	Artist 454	R&B	0.283226336276308
artist_000455	Artist 455	R&B	0.09751039384108103
artist_000456	Artist 456	Pop	0.3458758240203742
artist_000457	Artist 457	Electronic	0.0314677419225944
artist_000458	Artist 458	Country	0.2831634742024002
artist_000459	Artist 459	Classical	0.022488319971008024
artist_000460	Artist 460	Electronic	0.06413641573278704
artist_000461	Artist 461	Classical	0.019531486529638653
artist_000462	Artist 462	Country	0.5819638729333356
artist_000463	Artist 463	Jazz	0.4675530760244468
artist_000464	Artist 464	Classical	0.5395089170389509
artist_000465	Artist 465	Electronic	0.9481673723259104
artist_000466	Artist 466	Rock	0.23062318151359756
artist_000467	Artist 467	Rock	0.3682572966948875
artist_000468	Artist 468	Pop	0.4413455255769747
artist_000469	Artist 469	R&B	0.4271264905571089
artist_000470	Artist 470	Electronic	0.023185843879730272
artist_000471	Artist 471	Pop	0.8899977763631568
artist_000472	Artist 472	Rock	0.8969724079197989
artist_000473	Artist 473	Pop	0.15743109509367295
artist_000474	Artist 474	Electronic	0.01092986777347276
artist_000475	Artist 475	Country	0.9544892736250007
artist_000476	Artist 476	Classical	0.12072860148499542
artist_000477	Artist 477	Classical	0.04657529086135452
artist_000478	Artist 478	R&B	0.18283010094355015
artist_000479	Artist 479	Classical	0.31687325595364957
artist_000480	Artist 480	Rock	0.013058780007840182
artist_000481	Artist 481	Country	0.16036322211383627
artist_000482	Artist 482	R&B	0.16132860400404958
artist_000483	Artist 483	Rock	0.05152225095602156
artist_000484	Artist 484	Jazz	0.039899916392381045
artist_000485	Artist 485	Jazz	0.41138731272963613
artist_000486	Artist 486	Pop	0.027778066137298687
artist_000487	Artist 487	Hip-Hop	0.4081635883975865
artist_000488	Artist 488	Hip-Hop	0.1751244076754051
artist_000489	Artist 489	Classical	0.039942156336121526
artist_000490	Artist 490	Hip-Hop	0.0031636598876746114
artist_000491	Artist 491	Pop	0.04290573453634144
artist_000492	Artist 492	Rock	0.035382476083733405
artist_000493	Artist 493	Classical	0.49890203325642485
artist_000494	Artist 494	Hip-Hop	0.10529636820190824
artist_000495	Artist 495	Electronic	0.021913219094099646
artist_000496	Artist 496	Rock	0.018492968186967818
artist_000497	Artist 497	Jazz	0.028529425904065226
artist_000498	Artist 498	R&B	0.06910424737629
artist_000499	Artist 499	Country	0.0007875736826549746
artist_000500	Artist 500	Jazz	0.14839729162991547
artist_000501	Artist 501	Electronic	0.6107560732926691
artist_000502	Artist 502	Classical	0.13384893973711226
artist_000503	Artist 503	Electronic	0.7007332521574212
artist_000504	Artist 504	Country	0.7092806505217417
artist_000505	Artist 505	Rock	0.6381536178315714
artist_000506	Artist 506	Jazz	0.9143009825079482
artist_000507	Artist 507	Classical	0.18599419495447303
artist_000508	Artist 508	Rock	0.4339674053414312
artist_000509	Artist 509	Classical	0.5905851497445923
artist_000510	Artist 510	Country	0.18167331551096885
artist_000511	Artist 511	Electronic	0.2420745710961987
artist_000512	Artist 512	Pop	0.7987083117513853
artist_000513	Artist 513	Rock	0.9454755318901442
artist_000514	Artist 514	R&B	0.023087611262023033
artist_000515	Artist 515	R&B	0.18273691314515156
artist_000516	Artist 516	Pop	0.2035904428385608
artist_000517	Artist 517	R&B	0.3295245804298148
artist_000518	Artist 518	Hip-Hop	0.2189750201019507
artist_000519	Artist 519	Hip-Hop	0.14594294002253425
artist_000520	Artist 520	Jazz	0.038138384487361406
artist_000521	Artist 521	Pop	0.0011474584261779068
artist_000522	Artist 522	R&B	0.6555880840327344
artist_000523	Artist 523	Jazz	0.09918393554177889
artist_000524	Artist 524	Jazz	0.29036394972823093
artist_000525	Artist 525	Country	0.1787559086737421
artist_000526	Artist 526	Country	6.227433075944856e-05
artist_000527	Artist 527	R&B	0.17771654157839833
artist_000528	Artist 528	R&B	0.05344959923486817
artist_000529	Artist 529	Pop	0.12777377847039947
artist_000530	Artist 530	Classical	0.5535052532740304
artist_000531	Artist 531	R&B	0.5135961476679239
artist_000532	Artist 532	Country	0.45840553452800636
artist_000533	Artist 533	Jazz	0.05034721192088647
artist_000534	Artist 534	Hip-Hop	0.03191532203944861
artist_000535	Artist 535	Jazz	0.3251435423637921
artist_000536	Artist 536	Country	0.5474255124894184
artist_000537	Artist 537	Rock	0.05624871693516653
artist_000538	Artist 538	Pop	0.07980271727389238
artist_000539	Artist 539	Country	0.9585447393123614
artist_000540	Artist 540	Hip-Hop	0.4898983214044336
artist_000541	Artist 541	Hip-Hop	0.2608064482192126
artist_000542	Artist 542	Electronic	0.587903054541067
artist_000543	Artist 543	R&B	0.6177775280563066
